function_name,parent_type,file_path,approximate_line_range,visibility,async,throws,primary_purpose,inputs,outputs,calls_known,called_by_known,reads_files,writes_files,touches_userdefaults,touches_keychain,touches_icloud,touches_pcc_or_cloud,touches_storekit,background_sensitive,app_lifecycle_sensitive,relevance,risk_level,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
offsetSegments,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,378-387,internal,No,No,Method of AudioTranscriptionService,"_ segments: [TranscriptionSegment], by offset: TimeInterval",[TranscriptionSegment],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
isNoSpeechError,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,389-402,internal,No,No,Method of AudioTranscriptionService,_ error: Error,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
transcriptionToDocument,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,409-424,internal,No,No,Method of AudioTranscriptionService,"_ result: TranscriptionResult, sourceFile: String",String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
formatDuration,AudioTranscriptionService,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,426-430,internal,No,No,Method of AudioTranscriptionService,_ seconds: TimeInterval,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/AudioTranscriptionService.swift,scan_codebase.py,Method signatures extracted from AudioTranscriptionService
addTerms,GazetteerService,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,60-84,internal,No,No,Method of GazetteerService,"_ terms: [String], label: String, source: String = ""        """,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Method signatures extracted from GazetteerService
extractAndAddTerms,GazetteerService,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,88-147,internal,No,No,Method of GazetteerService,"from text: String, source: String = ""        """,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Method signatures extracted from GazetteerService
compileGazetteer,GazetteerService,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,152-177,internal,No,Yes,Method of GazetteerService,,NLGazetteer?,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Method signatures extracted from GazetteerService
getGazetteer,GazetteerService,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,180-185,internal,No,Yes,Method of GazetteerService,,NLGazetteer?,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Method signatures extracted from GazetteerService
recognizeEntities,GazetteerService,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,191-218,internal,No,No,Method of GazetteerService,in text: String,[GazetteerEntity],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Method signatures extracted from GazetteerService
matchingTerms,GazetteerService,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,224-237,internal,No,No,Method of GazetteerService,for query: String,[GazetteerEntity],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Method signatures extracted from GazetteerService
termCounts,GazetteerService,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,244-246,internal,No,No,Method of GazetteerService,,[String: Int],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Method signatures extracted from GazetteerService
removeTerms,GazetteerService,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,251-258,internal,No,No,Method of GazetteerService,source: String,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Method signatures extracted from GazetteerService
saveToDisk,GazetteerService,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,262-271,internal,No,No,Method of GazetteerService,,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Method signatures extracted from GazetteerService
loadFromDisk,GazetteerService,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,273-284,internal,No,No,Method of GazetteerService,,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/GazetteerService.swift,scan_codebase.py,Method signatures extracted from GazetteerService
languages,DocumentLanguageProfile,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,45-49,internal,No,No,Method of DocumentLanguageProfile,above threshold: Double = 0.1,[DetectedLanguage],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,scan_codebase.py,Method signatures extracted from DocumentLanguageProfile
detectQueryLanguage,LanguageDetectionService,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,69-110,private,No,No,Method of LanguageDetectionService,_ query: String,DetectedLanguage,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,scan_codebase.py,Method signatures extracted from LanguageDetectionService
analyzeDocument,LanguageDetectionService,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,116-187,internal,No,No,Method of LanguageDetectionService,"_ text: String, sampleCount: Int = 5",DocumentLanguageProfile,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,scan_codebase.py,Method signatures extracted from LanguageDetectionService
detectText,LanguageDetectionService,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,191-207,internal,No,No,Method of LanguageDetectionService,_ text: String,DetectedLanguage,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,scan_codebase.py,Method signatures extracted from LanguageDetectionService
extractSamples,LanguageDetectionService,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,209-223,internal,No,No,Method of LanguageDetectionService,"from text: String, count: Int",[String],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,scan_codebase.py,Method signatures extracted from LanguageDetectionService
isEmbeddingSupported,LanguageDetectionService,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,228-232,internal,No,No,Method of LanguageDetectionService,for language: DetectedLanguage,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,scan_codebase.py,Method signatures extracted from LanguageDetectionService
bestEmbeddingLanguage,LanguageDetectionService,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,236-242,internal,No,No,Method of LanguageDetectionService,for detected: DetectedLanguage,NLLanguage,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/Document/Extraction/LanguageDetectionService.swift,scan_codebase.py,Method signatures extracted from LanguageDetectionService
isTranslationAvailable,TranslationService,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,53-62,private,Yes,No,Method of TranslationService,"
        from source: Locale.Language,
        to target: Locale.Language
    ",Bool,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,scan_codebase.py,Method signatures extracted from TranslationService
isLanguagePairInstalled,TranslationService,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,65-74,internal,Yes,No,Method of TranslationService,"
        from source: Locale.Language,
        to target: Locale.Language
    ",Bool,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,scan_codebase.py,Method signatures extracted from TranslationService
translate,TranslationService,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,80-145,internal,Yes,Yes,Method of TranslationService,"
        _ text: String,
        to targetLanguage: Locale.Language = Locale.Language(identifier: ""  "")
    ",TranslationResult,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,scan_codebase.py,Method signatures extracted from TranslationService
translateBatch,TranslationService,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,151-223,internal,Yes,Yes,Method of TranslationService,"
        _ texts: [String],
        to targetLanguage: Locale.Language = Locale.Language(identifier: ""  ""),
        sourceLanguage: Locale.Language? = nil
    ",[TranslationResult],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,scan_codebase.py,Method signatures extracted from TranslationService
performBatchTranslation,TranslationService,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,225-243,internal,Yes,Yes,Method of TranslationService,"
        _ texts: [String],
        from sourceLanguage: Locale.Language,
        to targetLanguage: Locale.Language
    ",[TranslationResult],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,scan_codebase.py,Method signatures extracted from TranslationService
translateDocumentForIngestion,TranslationService,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,249-265,internal,Yes,Yes,Method of TranslationService,"_ text: String) async throws -> (text: String, wasTranslated: Bool, sourceLanguage: String",,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,scan_codebase.py,Method signatures extracted from TranslationService
translateQueryForRetrieval,TranslationService,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,271-286,internal,Yes,Yes,Method of TranslationService,"
        _ query: String,
        documentLanguage: NLLanguage = .english
    ",String,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/Document/Extraction/TranslationService.swift,scan_codebase.py,Method signatures extracted from TranslationService
ingestDocument,DocumentProcessor,OpenIntelligence/Services/Document/Processing/DocumentProcessor+DocumentIngestionEngine.swift,4-33,internal,Yes,Yes,Method of DocumentProcessor,"
        at url: URL,
        chunkOverride: DocumentChunkingOverride? = nil,
        containerId: UUID? = nil
    ",IngestedDocumentPayload,,,No,No,No,No,No,No,No,No,No,Medium,Medium,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor+DocumentIngestionEngine.swift,scan_codebase.py,Method signatures extracted from DocumentProcessor
preprocessImageForOCR,DocumentProcessor,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,149-173,internal,No,No,Method of DocumentProcessor,"
        _ image: CIImage,
        textQuality: Double = 0.7,
        hasNativeTextLayer: Bool = true,
        isScanned: Bool = false
    ",CIImage,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Method signatures extracted from DocumentProcessor
traceIngestionDecision,DocumentProcessor,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,177-197,internal,No,No,Method of DocumentProcessor,"
        pageNumber: Int,
        strategy: String,
        hasText: Bool,
        textQualityOK: Bool,
        requiresTableOCR: Bool,
        mode: String
    ",,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Method signatures extracted from DocumentProcessor
traceIngestionOutcome,DocumentProcessor,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,199-215,internal,No,No,Method of DocumentProcessor,"
        pageNumber: Int,
        path: String,
        chars: Int,
        duration: TimeInterval? = nil,
        extra: [(String, String)] = []
    ",,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Method signatures extracted from DocumentProcessor
preferredOCRRenderScale,DocumentProcessor,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,217-242,private,No,No,Method of DocumentProcessor,"
        for analysis: PageComplexityAnalysis?,
        documentTextLayerGarbled: Bool
    ",CGFloat,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/Document/Processing/DocumentProcessor.swift,scan_codebase.py,Method signatures extracted from DocumentProcessor
